stemmed_review,label
oke,positif
belanja cepat layan,positif
shooping santai,positif
shopee no depan suka banget dah pkok nya aolikasi inj,positif
muas,positif
shopee ya barang fi shopee seringkali sesuai iklan,positif
sagat memuwaskan,positif
bikin abis duet nie aplikasi tpi sukakk luvv,positif
cs gak becus kerja retur maret april tdk nanganin ujung nya suruh ambil gudang peak,negatif
shopee keren,positif
mantapp diskon mulu penegiriman cepat,positif
ok,positif
aplikasi inih bikin hp sayah rusak banget iklan aplikasi inih bikin rusak bikin ngebleng ngekris,negatif
mantap,positif
mantabbb,netral
mmbantu,positif
tolol anking,positif
keren,positif
berat geser gerak video animasi ram imbang ilah tengah bawa lihat luar app isi konten nya video teks lancar mohon maaf terima kasih,positif
shopee suka,positif
shopee ok mantab,positif
paya gak ngasi pinjam undur dasar jelek,negatif
tolong baik ongkos driver kasi udah gtu pake instan brasa pake samday driver bikin titik antar aplikasi driver instan nya niat hati sen instan buru driver nganter titik harga kirim mahal antar kaya samday,negatif
harga murah kirim cepat barang sesuai iklan,positif
kangen sopi yamg suka dapet sopipay koin,netral
puas belanja shopee,positif
lot x aplikasi y jaring udah pull,negatif
ok,positif
nyaman shoping keranjang orens shopee voucher gratis ongkir kurir spx udh langgan candu cek out mulu apk nyala suami cari uang,positif
aplikasi shopee yg lindung konsumen jual yg nakal,positif
bagus mantap diskon koin koin nya,positif
kirim spx sampah telat estimasi alas kirim tunda foto bukti paket area rumah kurir wa telpon nomor telpon tera,negatif
bantu shopee kali kecewa olshop barang sesuai pes tolong perhati lapor konsumen rugi olshop amanah,positif
manfaat,positif
mudah cari barang,positif
bagus percaya,positif
aman aja layan shopee,positif
bagus cod kirim tdk lambat tp sayang msh aja oknum yg atas nama admin shoope tipu dg alas pakai spaylater penting tagih beban aq shoope tindak cari oknum tsb aq foto nama shoope tagih tdk beban konsumen shoope,positif
cepat aman murahh,positif
barang shopee mantap,positif
cok iklan mu lo pencet silang mlebu aplikasi gatel,negatif
shoppe emang the best,positif
sesuai butuh slalu sedia,positif
puas belanja shopee live,positif
saran coba saring teliti jual yg amana dgn sesuai barang yg jual bru beli was was tipu,positif
terkadang bagus cepat kadang ya gitu kurir kali barang telat estimasi yg tentu contohmya kaya skrng ku ngalamin,positif
aplikasi ok harga murah toko olshop layan bagus fitur lengkap dukung ekspedisi handal bintang shopee,positif
bagus,positif
bagus layan,positif
good job,positif
layan shopee keren,positif
ok,positif
bikin susah cari driver lapaaarrrrrrrr,negatif
mantab min kalo banyakin gratis ongkirnya biar cekout,positif
bagus,positif
gratis ongkir minimal belanja,positif
ok,positif
apk berat maksa banget nonton video,negatif
iklan jengkel,negatif
bantu,positif
,positif
shopee is the best,positif
suka shopee promo diskon,positif
kenapaa gabisa bayar pake danaa bgtt pake spay yaa kalo saldo dana tf spay tf nya pake ktp ribett kadang suka diisiin dana ayah ribet minn tolong bgt tambahin opsi danaaaa,positif
update sih versi susah banget buka kali update ok akun shopee punya gak buka,negatif
kyk nya kirim nya cpet pake jnt deh,positif
kecewa pesan batal,negatif
shopee berattt aplikasi yg lemott jaring gua yg disalahinn,negatif
apk gj pktku btlin ak g pke sistem cod krna pkt yg btlin dri shopee apkny yg btlin akun ku jga yg kna imbasny,negatif
shopee harga discount nya murah,positif
shopeefood,negatif
bagus,positif
coba gk bayar cod,negatif
layan bagus barang,positif
shope mantap,positif
kapitalis sistem nya bikin driver sengsara,negatif
harga murah pelatanan prima,positif
pokok nya yes,positif
bagus,positif
mantab moga sukses amanah,positif
good luck,netral
belanja shopee pokok baik deh,positif
,positif
aplikasi jahat pro manja buyer problematik seller gencet mati mati bijak brutal,negatif
shpoee bantu kirim cepat,positif
kacamata cowok umur th suwaji,positif
aplikasi bagus,positif
puas pake shopee gratis bonus,positif
puas,positif
aman,positif
bagus,positif
please add dark mode,netral
mantap,positif
terimakasih shopee patner belanja baik,positif
,positif
senang,positif
jelek,negatif
sih notifikasi shoppe delay banget masak beli nanya notifikasi nya menit langgan gak beli karna lambat respon notifnya serba lambat buka apk kadang lelet lelet jaring ok ok aja mohon tingkat ya dah topup iklan kek gin gak enak baik ya depan biar notifikasi gak delay sumpah bikin rugi bangt,netral
belanja dishopi muas,positif
baguss,positif
mantap,positif
tambahin bayar via dana ga relate bngt,negatif
shopee tolong kondisi buka shopee langsung live video berisik buka shopee langsung belanja lihat orang livestreaming,netral
jelek bngt daftar spaylatter susah,negatif
hei min akun log out login gk ganggu ganti password susah dapet sistem ganggu benerin akun log out,negatif
aplikasi bagus jasa kirim kadang eror pagi sore via chat tau kirim jadwal ulang bilang bayar titip rekan tuju ya inti komunikasi mas kirim,positif
rulesnya pihak seller fitur blokir buyer hilang hapus rating ga tuju buyer,negatif
ok,positif
ga tau bintang,positif
belanja shopee tuh murah gratis ongkir,positif
apikasi bantu kadang kalo ga daerah dekat cari shopee apalagi diskon vouchernyaa kaum dang mending pasti cocok sii hehehe,positif
bagus layan,positif
pokonyh puas belanja shopee,positif
mantab,positif
aplikasi bagus kawan suka bingung sen kopi shopee ribu ribu bingung kawan gapapa aplikasi bagus,positif
bgus,positif
mantab,positif
puas banget,positif
shopee beli barang belanja online non cod non cash on delivery bayar beli jual milik rekening perban milik investasi janji kerjasama bisnis buku transaksi selesai selesai sistematis berat beli jual kurir bayar beda cod non cod non cod uang negara terkonve,positif
order tanggal kirim chat jual kemarin kemarin usaha kirim kirim aju batal tolak jual chat cs shopee solusi suruh nunggu haduh peepee rugi nih batal otomatis duit,negatif
kirim,negatif
barang palsu gak sesuai,negatif
pop up livenya maksa bgt tolong org udah pencet tombol x tetep masuk video risih sm po up live yg maksa nonton pdhl fokus lihat detail produk ganggu mulu,negatif
mudah cepat,positif
mantap bagus bgt apk cuman tinggal klik dh selesai lgi,positif
bagussss produk murah murah kualitas cs nya ramah ramah baguss deh poko,positif
guna,positif
shopeefood nyari driver nya banget ya udah coba toko cari driver mulu,netral
ongkir jangkau kalo gratis ongkir,positif
shopee oke bnget,positif
sukses shope,positif
bantu apl shopie nya mudah belanja online nya,positif
harga bagus service bagus kirim lambat dibatalin ga tolak ga bener lazada aja,positif
mantap,positif
mantap juwaa,positif
bagus,positif
bagus,positif
perkara barang cancel cod lgsung ngk aktif lgi jdi puas belanja,netral
aplikasi berat load tarif tf gede plus layan shopee foodnya jelek bgt x nyoba order ga ketemu driver gtu hapus aja fiturnya,negatif
,positif
good,positif
tolong fitur shopee premium biar beli barang yg blokir,netral
cihuyy,positif
kembang update,positif
shopee cepat,positif
puas pokok pesan sesuai deskripsi,positif
mantap,positif
muncul event diskon tanggal,negatif
shopee pngirimn kilat number one,positif
tarik tampil bagus lihat,positif
suka,positif
mudah belanja,positif
semi profesional,negatif
ok,positif
gampang pesan seuatu aplikasi,positif
bnyak jual jual barang rusak cari barang sesuai,negatif
jos,positif
kerenkoh kosaya tidabisa donlotya,positif
mudah murah belanja aplikasi gratis ongkir rp aplikasi belah ubah ongkir nya mahal,positif
goddd keren,positif
kasih bintang mesan shopee food kali cari driver nya mohon defoloper baik,netral
bagus,positif
paaraaaahhhh gedegg jelek spx express pengirimanx lambatt payah spx,negatif
puas bgt,positif
bagus banget,positif
tolong jual memory hp palsu tolong shopee toko toko jual memori hp palsu blokir terima kasih,negatif
bantu mudah cari barang yg,positif
mantap gratis ongkir nya,positif
shopee kakean atur,negatif
kecewa karna paylater beku mesti yg tanggung yg percaya,negatif
udah gila shopee putus kerja j t gw yg pulau nusa lembongan kena dampak tau nggak expedisi yg tuh lot gw pake shopee express bulan paket gw nyampe gak cuman pulau expedisi yg andelin jnt fix pindah market place yg bye bye shopee,negatif
gk tau knp shopeefood sring kena cari driver trus pdhal sebeleh aman aj lngsung dpet susah ampun dtengah kota kocak nunggu jam dibatalin otomatis trus bodoh uninstal aj,negatif
,positif
ok,positif
apk mutu seller gak jujur beli barang barang sesuai cs nya lelet,negatif
gk pernh nolak pket tpi gk cod mna pembyrn fia tf trszz,negatif
good,positif
mantap oke joss niaaan,positif
suka shopee yg jujurly sy suka pakai kirim j t banding spx j t dalam cod so bad,negatif
aplikasi bodoh tolong mati notif nya banyak notifikasi menggangu tolong baik devoloper nya sering ngirim notif,negatif
is the best,positif
shopee ok pokok moga sukses depan,positif
bagus,positif
suka baja shope udah kirim salah,netral
bgus,positif
bantu,positif
insyaallah puas,positif
sukaa bgt belanja apk gk ribet mudah erti,positif
puas,positif
kekmana nya shopee co barang jasa kirim gak,negatif
belanja pakai apk kasi diskon,positif
semenjak mobil gua tabrak tukang kurir shopee gua males belanja,negatif
mohon bantu tdk tambah kartu rekening,positif
belanja shopee murah ongkir kadang gratis ongkir asyik lg barang cek bayar is the best pokok,positif
pas mesan makan shopeefood cancel mulu alas driver kali pes x pes cancel,negatif
belanja enak gampang harga sdkit dibwah pasar pko e mantap,positif
terimasih shopee pelosok bantu wujud cita,positif
cinta gwe bgt,positif
simple mudah,positif
okeh,positif
,netral
aplikasi belanja online manfaat belanja mudah capek capek toko barang kendala belanja aplikasi moga shopee depan terimakasih shopee,positif
muas,positif
good job,positif
shopee bantu layan,positif
bantu,positif
bagus,positif
kecewa saldo jual juta tarik udah jual shopee kali kek gin koncet,negatif
bgt sampek nya udah ngga jnt,netral
ya,negatif
good,positif
bagus banget,positif
shopee bagus bantu cari butuh hidup,positif
bagus,positif
bagus,positif
proses nyiapin barang nya nympe nya mnding toko online sblh sat set libur kirim,negatif
kak klo buka aplikasi gambar nya gak muncul ya jd kalo belanja suka kesel karna gambar gak muncul tolong baik ya akak,positif
klu beli baju shopee gk usa baju pesan ukur xl yg dtang m parah,negatif
barang tawar bagus jangkau,positif
senang pakai shopee toko dishopee ranjasolshop jual skincare batrisyia,positif
penuh butuh,positif
shopee bantu cari barang jual beli barang shopee mantap,positif
aplikasi shopee bantu order cepat langsung anter seller nya kurir ramah,positif
gambar foto komentar beli zoom alas kasih bintang calon beli kadang detail barang beli gambar beli gambar si jual gambar jual manipulasi besar zoom gambar,negatif
sopee tingkat layan awas,positif
kecewa shopee lg ekspedisi j t jnt yg bagus,positif
kecewa banget ma shopeefoddnya ni bayar pake shopeepay pake paylater tp gila jam makan ga makan enak jdi ngga napsu dluan gara layan banget,negatif
apk bagus,positif
shoppe knp sih kalo hujan susah bgt dapet driver batalinnya hrs nunggu menit,negatif
no udah bener email udah bener verifikasi pas udah selesai verifikasi gamasuk no nya,negatif
belanja shopee gak nyeselnya,positif
kurir nya antar pagi sampe tuh paket ga nyampe nyampe,netral
semenjak pindah jnt antar undur undur mulu,negatif
lelet mending tiktokshop,negatif
sampe andal,positif
,positif
puas belanja aplikasi shopee,positif
tolong kk developer disable permanen fitur menu video sy yg start up apk shopee sdh dialgoritma dicoding auto nyala gt kk ku langsung auto buka video tiktok shopee knp maksa start up mode video aktif dg volume suara ngagetin sgt ganggu bikin gak nyaman boros pulsa data nb please serta tombol or menu utk disablenya utk kendala fatal yg vital atas edisi terbit upgrade apk versi tolong ya,netral
shopee kesini buka kurang jual amanah jujur tipu tambah pengirimanya buruk lot saran beli barang hati cek toko lihat rating ulas sekian moga manfaat,negatif
kirim nya lambat sesuai tanggal estimasi tentu,negatif
sedia metode bayar qris ecommerce saing sedia metode bayar qris verifikasi bayar transfer seabank pin sidik jari,negatif
manfaat,positif
kabar baca shopee april j t expres jasa kirim putus hubung kerjasama j t expres andal spx expres j t cargo ninja expres kirim paket tuju alih toko online,negatif
aman percaya,positif
sesuai harap produk jangkau,positif
pokok shoope keren,positif
bener,positif
shopee mantap,positif
neng aja belanja shopee,positif
shopee ok,positif
pilih moga sukses sesuai bagus,positif
aplikasi berat boros quota internet promo gimmick diskon habis hoax,negatif
produk nya keren banget udah kali cek out,positif
bagus bgt apk nya barang murah udh gtu gratis ongkir pokok nya the best dehh apknya,positif
mantap,positif
aman,positif
mmbntu mudah belanja,positif
terima kasih shopee aplikasi yg bantu belanja,positif
oke,positif
aplikasi nya mantul,positif
shopee emang mantap,positif
shopee food nya masalah emng ga driver ya mesen makan status nya cari driver trus udah jugaa tetep batalin udah mesen resto beda tetep,positif
slalu update trus stiapau buka aplikasi loadingnya co suka lot,negatif
gooddd,positif
ok banget,positif
cari driver udah kay nyari adil indonesia susah banget udah nungguin jam pesan batal kali ga nemu driver,negatif
ndang donlod sopi soale lek tuku barang karek ngenteni terno,positif
gk buka shoopepay,negatif
pesan sy sdh terima cepat,positif
puas shopee hilang kirim jnt kecewa shope putus kerja jnt kirim spx akurat kali paket hilang status kirim kurir kunjung informasi paket kembang shopee aplikasi moga spx depan kembang kirim bagus,positif
